k,shape,nu0,entropy,N,lam_min,lam_tp,mu,sigma2,nu,a
6,uniform,25,2.584962500721156,118,3.2777777777777777,0.09104938271604938,28.102097986708362,60.82761136768031,25.966099720107252,1.0822610361057448
6,uniform,25,2.584962500721156,146,4.055555555555555,0.11265432098765432,27.128282342422406,58.48591252622789,25.1665288635158,1.0779508961901607
6,uniform,25,2.584962500721156,180,5.0,0.1388888888888889,26.57807800541409,59.44672382903819,23.76562356887431,1.1183412851924168
6,uniform,25,2.584962500721156,327,9.083333333333332,0.2523148148148148,25.68687232421976,52.25931772084686,25.251589135751725,1.0172378532744204
6,uniform,25,2.584962500721156,594,16.5,0.4583333333333333,25.456285548696698,51.94336523815963,24.95111631545665,1.0202463579926924
6,uniform,25,2.584962500721156,1080,30.0,0.8333333333333334,25.302380796296042,51.28203226329613,24.968217744326246,1.0133835364378674
6,mild_skew,25,2.5422509372837157,14,0.09722222222222221,0.009077074759945127,20.578435436922128,20.95511745275878,40.41704905603586,0.5091523482674685
6,mild_skew,25,2.5422509372837157,25,0.1736111111111111,0.016209062071330584,26.501643033601393,28.484979335069518,49.31280273851175,0.5374191196174791
6,mild_skew,25,2.5422509372837157,42,0.29166666666666663,0.027231224279835382,29.533051879527058,41.077831177246004,42.46578401646335,0.6954552368108294
6,mild_skew,25,2.5422509372837157,72,0.5,0.046682098765432084,29.223503047560833,54.741090780898354,31.201904024492006,0.9365935817449402
6,mild_skew,25,2.5422509372837157,89,0.6180555555555555,0.05770426097393688,28.918090314530545,55.28128180818033,30.254578768309205,0.9558252499889837
6,mild_skew,25,2.5422509372837157,109,0.7569444444444444,0.07067151063100136,28.18188846198419,57.3112049430471,27.71600555503836,1.0168091648712034
6,mild_skew,25,2.5422509372837157,135,0.9375,0.08752893518518516,27.878173714615755,59.07298418214259,26.312961175820654,1.0594844695865473
6,mild_skew,25,2.5422509372837157,166,1.1527777777777777,0.10762817215363508,27.212338802629713,57.29997387860492,25.846831437583052,1.0528307451667411
6,mild_skew,25,2.5422509372837157,205,1.423611111111111,0.1329143089849108,26.78946500273435,55.61902772909938,25.80683138253591,1.038076492446237
6,mild_skew,25,2.5422509372837157,253,1.7569444444444444,0.16403570816186552,26.23823393444001,55.93501776052613,24.615882771176715,1.0659066822158798
6,mild_skew,25,2.5422509372837157,312,2.1666666666666665,0.2022890946502057,25.91979747944403,53.43978305975485,25.143661254169583,1.0308680672010622
6,mild_skew,25,2.5422509372837157,384,2.6666666666666665,0.24897119341563778,25.603534054435688,51.54814952642878,25.434121771550753,1.0066608269161639
6,mild_skew,25,2.5422509372837157,474,3.2916666666666665,0.3073238168724279,25.541094756201204,53.71717651639867,24.288228222349,1.0515832823367235
6,mild_skew,25,2.5422509372837157,584,4.055555555555555,0.37864368998628245,25.620089461601832,53.27078738641843,24.643487217830383,1.0396292227288695
6,mild_skew,25,2.5422509372837157,720,5.0,0.46682098765432084,25.278607847878117,50.0311231422535,25.544420136638294,0.9895941153747734
6,mild_skew,25,2.5422509372837157,1308,9.083333333333332,0.8480581275720162,25.263048944089473,51.01389968298912,25.021480259988003,1.0096544521583628
6,mild_skew,25,2.5422509372837157,2377,16.506944444444443,1.541157621742112,25.137013399104713,49.61023091064524,25.473352210952314,0.9867964448078023
6,mild_skew,25,2.5422509372837157,4320,30.0,2.800925925925925,25.107122146131577,49.641472919871184,25.396812196861237,0.9885934483239804
6,strong_skew,25,2.455372792042982,90,0.1,0.028840877914951987,26.641874123151425,50.76670760861065,27.962792555547036,0.952761569511641
6,strong_skew,25,2.455372792042982,154,0.1711111111111111,0.0493499466544734,26.76338863610448,47.37136612079004,30.241009704502083,0.8850031430041876
6,strong_skew,25,2.455372792042982,263,0.2922222222222222,0.0842794543514708,26.869972948441212,51.62178671122741,27.97250898303112,0.9605850145491514
6,strong_skew,25,2.455372792042982,450,0.5,0.14420438957475992,26.222237547147447,53.51612220099223,25.697143727886946,1.0204339371262754
6,strong_skew,25,2.455372792042982,554,0.6155555555555555,0.17753162627648222,26.04961612195445,52.79231361766055,25.707624977973456,1.013303101483471
6,strong_skew,25,2.455372792042982,684,0.76,0.2191906721536351,25.72641839773205,52.144731887303294,25.38506114119342,1.0134471709419954
6,strong_skew,25,2.455372792042982,843,0.9366666666666666,0.2701428898033836,25.69263708099941,53.935429886107045,24.47784699481855,1.0496281428034913
6,strong_skew,25,2.455372792042982,1040,1.1555555555555554,0.33327236701722296,25.586241325462723,51.64610827118401,25.351600230063493,1.0092554747341342
6,strong_skew,25,2.455372792042982,1282,1.4244444444444444,0.4108222831885383,25.34733139426453,50.726607396792446,25.33136914854251,1.0006301375037574
6,strong_skew,25,2.455372792042982,1580,1.7555555555555555,0.5063176345069349,25.612205478125027,52.21992351252393,25.123938348794113,1.01943433877891
6,strong_skew,25,2.455372792042982,1948,2.1644444444444444,0.624244779759183,25.263197843287255,49.463585987494845,25.806020834414554,0.9789652579678849
6,strong_skew,25,2.455372792042982,2401,2.667777777777778,0.769410531931108,25.20141223442377,50.92385515978744,24.943562368423603,1.010337331219641
6,strong_skew,25,2.455372792042982,2961,3.29,0.9488648834019203,25.367363575536015,49.43897934516284,26.032217626531256,0.9744603375504345
6,strong_skew,25,2.455372792042982,3650,4.055555555555555,1.1696578265508306,25.32440055312811,50.514496212603945,25.391731540826786,0.9973483105084655
6,strong_skew,25,2.455372792042982,4500,5.0,1.4420438957475994,25.007408767819395,49.84002283192771,25.095112632259696,0.9965051416295475
6,strong_skew,25,2.455372792042982,8177,9.085555555555555,2.6203539856729154,25.184641041872727,50.527107048667986,25.105975048088606,1.0031333574431363
6,strong_skew,25,2.455372792042982,14859,16.51,4.761628943758573,25.22703953326154,49.4803120376026,25.723504861048784,0.980699934535787
6,strong_skew,25,2.455372792042982,27000,30.0,8.652263374485596,25.01415545105058,50.811403799863264,24.628643420042934,1.0156529949470914
7,uniform,36,2.807354922057604,14,0.2857142857142857,0.005830903790087463,25.99889762486665,22.93264044652358,58.9502704047117,0.44103101557255353
7,uniform,36,2.807354922057604,25,0.5102040816326531,0.010412328196584754,36.10140042304009,30.81341174603943,84.59375568316928,0.4267620007113929
7,uniform,36,2.807354922057604,30,0.6122448979591836,0.012494793835901706,38.59164816540384,32.60565984980745,91.35317702402592,0.42244451066276784
7,uniform,36,2.807354922057604,37,0.7551020408163265,0.015410245730945436,40.75004932605252,40.07079741815411,82.8816308668413,0.4916656308503638
7,uniform,36,2.807354922057604,46,0.9387755102040816,0.01915868388171595,42.49614352007356,47.6434077642118,75.80995142145314,0.5605615453283057
7,uniform,36,2.807354922057604,57,1.163265306122449,0.02374010828821324,43.36915218468979,59.86033361933038,62.84239487136434,0.6901257069127388
7,uniform,36,2.807354922057604,70,1.4285714285714284,0.029154518950437313,43.34758283844248,69.31267078308022,54.21845433762495,0.7994986830224222
7,uniform,36,2.807354922057604,86,1.7551020408163265,0.035818408996251556,43.277742153535755,80.01628963622939,46.814541749506326,0.9244508337837597
7,uniform,36,2.807354922057604,106,2.1632653061224487,0.04414827155351936,42.110456338221844,85.71584211572024,41.376027797038184,1.0177500978292613
7,uniform,36,2.807354922057604,131,2.6734693877551017,0.05456059975010411,41.31485783229872,94.98160843359902,35.942063013101084,1.1494848756243963
7,uniform,36,2.807354922057604,161,3.2857142857142856,0.06705539358600582,39.69692457031234,89.66876449452155,35.14815508442399,1.129417019896562
7,uniform,36,2.807354922057604,199,4.061224489795918,0.08288213244481464,39.013615267687335,86.07511368366056,35.365905686722456,1.1031419812425263
7,uniform,36,2.807354922057604,245,5.0,0.10204081632653059,38.23998029306321,85.20977542627094,34.32226139544604,1.1141451273410843
7,uniform,36,2.807354922057604,445,9.081632653061224,0.18533944189920862,36.88220137560967,74.1104898372339,36.7099659251637,1.0046917899841443
7,uniform,36,2.807354922057604,809,16.51020408163265,0.33694294044148265,36.524608276478624,76.35132627043394,34.944959699195245,1.0452039032490215
7,uniform,36,2.807354922057604,1470,29.999999999999996,0.6122448979591836,36.1729786293735,73.76635989264233,35.476452540845095,1.0196334762537624
7,mild_skew,36,2.7715546487390923,20,0.1020408163265306,0.0071823814907054015,31.22260743944429,26.602439427890115,73.2903625594278,0.4260124571512019
7,mild_skew,36,2.7715546487390923,34,0.17346938775510204,0.012210048534199183,38.79110675662973,37.20965705320284,80.87953948367404,0.47961582130991137
7,mild_skew,36,2.7715546487390923,57,0.29081632653061223,0.020469787248510393,42.17679026602286,56.380696415896466,63.10250671690985,0.6683853377685323
7,mild_skew,36,2.7715546487390923,98,0.49999999999999994,0.035193669304456464,42.025205204774316,78.27943761974738,45.12341749521858,0.9313391479984299
7,mild_skew,36,2.7715546487390923,121,0.6173469387755102,0.04345340801876768,41.46584562467712,85.54959260464346,40.19695012027979,1.0315669596972026
7,mild_skew,36,2.7715546487390923,149,0.760204081632653,0.05350874210575524,40.43927085239395,83.58234089967326,39.13110375877668,1.0334303653094339
7,mild_skew,36,2.7715546487390923,184,0.9387755102040816,0.0660779097144897,39.65827170127661,87.74726290343764,35.84792191325801,1.1062920689583786
7,mild_skew,36,2.7715546487390923,226,1.1530612244897958,0.08116091084497104,38.829064137638454,86.6146721055446,34.8138758746932,1.1153329861172958
7,mild_skew,36,2.7715546487390923,279,1.423469387755102,0.10019422179534035,38.141280847546724,81.11002321600944,35.87120918008308,1.0632839460768462
7,mild_skew,36,2.7715546487390923,344,1.7551020408163265,0.1235369616401329,38.03145165910889,83.02299664575392,34.84314885598892,1.0915044394035
7,mild_skew,36,2.7715546487390923,424,2.1632653061224487,0.1522664876029545,37.59267181262023,76.7132145527757,36.84395139090773,1.0203213931580983
7,mild_skew,36,2.7715546487390923,523,2.6683673469387754,0.18781927598194625,36.95652730508085,75.41828008557786,36.218935486235345,1.0203648121885254
7,mild_skew,36,2.7715546487390923,645,3.290816326530612,0.2316318030752492,36.78564814255732,76.72019775890404,35.275819114034604,1.0428006795148246
7,mild_skew,36,2.7715546487390923,795,4.0561224489795915,0.2854996642555397,36.64827035656693,74.53687523725738,36.038423018212974,1.0169221427376485
7,mild_skew,36,2.7715546487390923,980,5.0,0.35193669304456465,36.33969299626714,71.40767208140501,36.98687405906437,0.9825024125649616
7,mild_skew,36,2.7715546487390923,1781,9.08673469387755,0.639591071747316,36.44030348516733,77.82698242148525,34.12430179804873,1.0678695699277583
7,mild_skew,36,2.7715546487390923,3236,16.51020408163265,1.1621093251961339,36.14734064528284,70.34697910378333,37.14815482832425,0.9730588453809738
7,mild_skew,36,2.7715546487390923,5880,29.999999999999996,2.111620158267388,35.99577597008618,71.59441607451443,36.19544536378625,0.9944835768231811
7,strong_skew,36,2.6982826861451885,123,0.10040816326530612,0.023688129945855892,38.868875037288525,78.01613826086776,38.73017763613532,1.003581119675108
7,strong_skew,36,2.6982826861451885,209,0.17061224489795918,0.040250562265722614,38.71007611550188,71.15543601846467,42.11821546505876,0.9190815823527881
7,strong_skew,36,2.6982826861451885,358,0.2922448979591836,0.06894593919200333,38.499825317872485,76.98730133729845,38.506000957552416,0.9998396187730131
7,strong_skew,36,2.6982826861451885,613,0.5004081632653061,0.1180554768846314,37.87116242069899,79.68835068197535,35.99584960212684,1.0520980290589208
7,strong_skew,36,2.6982826861451885,755,0.6163265306122448,0.14540274885464388,37.54168534424747,77.8955736739942,36.18634723418212,1.0374544051460677
7,strong_skew,36,2.6982826861451885,931,0.7599999999999999,0.17929795918367347,37.35020566857664,77.10092185268547,36.18731994282594,1.0321351713138194
7,strong_skew,36,2.6982826861451885,1148,0.937142857142857,0.22108921282798832,36.664454047526725,74.95871580881588,35.86726843164776,1.022225991850987
7,strong_skew,36,2.6982826861451885,1415,1.1551020408163264,0.2725097875885048,36.69946292402869,76.71888417705144,35.111318246076195,1.0452317018353467
7,strong_skew,36,2.6982826861451885,1744,1.423673469387755,0.3358707205331112,36.58743300283862,76.80428298839757,34.858479284011445,1.0495992296376564
7,strong_skew,36,2.6982826861451885,2151,1.7559183673469385,0.41425339441899206,36.434890315885916,75.692341437924,35.07623643587069,1.0387343118324348
7,strong_skew,36,2.6982826861451885,2651,2.164081632653061,0.510546605581008,36.248712347236626,75.70118497062153,34.71462559912732,1.0441913666540559
7,strong_skew,36,2.6982826861451885,3268,2.667755102040816,0.6293724281549354,36.426166298680485,72.11608880480979,36.798046405717734,0.9898940258149285
7,strong_skew,36,2.6982826861451885,4030,3.2897959183673464,0.7761232819658476,36.03071762944074,69.70710743640178,37.247639749703666,0.9673288796702183
7,strong_skew,36,2.6982826861451885,4969,4.056326530612244,0.9569619325281132,36.100916745596514,72.77525994099663,35.81646265308119,1.0079419929117666
7,strong_skew,36,2.6982826861451885,6125,4.999999999999999,1.1795918367346938,36.16957658175279,75.46289196801149,34.67235977804398,1.043181854748084
7,strong_skew,36,2.6982826861451885,11130,9.085714285714285,2.1434868804664724,36.144980039720096,67.83965090643655,38.516105687914404,0.9384380739993057
7,strong_skew,36,2.6982826861451885,20225,16.51020408163265,3.89506039150354,35.98392498695354,72.06105114252438,35.937384674162544,1.0012950389465725
7,strong_skew,36,2.6982826861451885,36750,29.999999999999996,7.077551020408163,35.910556605938616,71.25418854855354,36.19627426869349,0.9921064344735061
8,uniform,49,3.0,11,0.171875,0.002685546875,24.27279167547172,21.730146910664285,54.22590267272505,0.4476235614180127
8,uniform,49,3.0,19,0.296875,0.004638671875,37.289529525322955,28.464581805341883,97.70099710082364,0.38166989725643846
8,uniform,49,3.0,32,0.5,0.0078125,49.06686482391962,37.7088931134336,127.69174721764088,0.3842602665643605
8,uniform,49,3.0,39,0.609375,0.009521484375,52.573306699147004,45.196246712148685,122.30894281491868,0.4298402511638286
8,uniform,49,3.0,49,0.765625,0.011962890625,55.977583665395294,55.0035969150698,113.93763494611827,0.4913002072745094
8,uniform,49,3.0,60,0.9375,0.0146484375,57.7884732178854,64.76370370586092,103.128988793519,0.5603513996785843
8,uniform,49,3.0,74,1.15625,0.01806640625,58.72079612465716,76.95348972785979,89.61599817519934,0.6552490327659797
8,uniform,49,3.0,91,1.421875,0.022216796875,59.09100859918004,92.04446811028973,75.87087782580221,0.7788364955372157
8,uniform,49,3.0,112,1.75,0.02734375,58.199992482279214,104.50765932324506,64.8227918771108,0.8978322407435504
8,uniform,49,3.0,138,2.15625,0.03369140625,57.31964689813937,115.20419198240981,57.03858278054739,1.0049276139744452
8,uniform,49,3.0,171,2.671875,0.041748046875,56.00380694895194,123.17014012688074,50.92835632961957,1.0996586378418134
8,uniform,49,3.0,211,3.296875,0.051513671875,54.3830949581622,125.6189722380744,47.0871710623991,1.154945046201537
8,uniform,49,3.0,260,4.0625,0.0634765625,53.01551585675914,115.46968135010286,48.68195510190131,1.0890178043545455
8,uniform,49,3.0,320,5.0,0.078125,51.863822326516015,115.73768777911314,46.4819389074032,1.1157844002556367
8,uniform,49,3.0,582,9.09375,0.14208984375,50.11491089660911,107.53240062248551,46.71158236283072,1.0728583439401207
8,uniform,49,3.0,1057,16.515625,0.258056640625,49.45046309389533,102.37528013879488,47.77224144120403,1.035129640185646
8,uniform,49,3.0,1920,30.0,0.46875,49.487040572656106,98.24626410424456,49.853644959796654,0.9926463874921043
8,mild_skew,49,2.9691853060460174,26,0.1015625,0.005578994750976562,43.14646712203707,37.732087421929776,98.67557043934228,0.43725581650992346
8,mild_skew,49,2.9691853060460174,44,0.171875,0.009441375732421873,52.59032917494752,53.67980921066959,103.04592223400107,0.5103581785169835
8,mild_skew,49,2.9691853060460174,75,0.29296875,0.016093254089355465,57.3435828845979,78.46008351650804,83.8206219179181,0.6841226129382812
8,mild_skew,49,2.9691853060460174,128,0.5,0.027465820312499993,56.908241085619416,107.92837591369974,60.01290904346687,0.9482666645004865
8,mild_skew,49,2.9691853060460174,158,0.6171875,0.03390312194824218,56.09892521391737,116.68657775368594,53.94089827194855,1.0400072488798557
8,mild_skew,49,2.9691853060460174,195,0.76171875,0.04184246063232421,54.81895468188601,119.04734021952379,50.48609715888188,1.0858227862092102
8,mild_skew,49,2.9691853060460174,240,0.9375,0.05149841308593749,53.65454647718931,116.88839100985383,49.25742125118619,1.0892682790595178
8,mild_skew,49,2.9691853060460174,296,1.15625,0.06351470947265624,52.89750569830828,117.051728080259,47.81041946145295,1.1064012048870808
8,mild_skew,49,2.9691853060460174,365,1.42578125,0.07832050323486327,52.062106411689115,111.82060483243035,48.47877415944631,1.073915488053746
8,mild_skew,49,2.9691853060460174,450,1.7578125,0.0965595245361328,51.141890072537684,106.65189700400613,49.047283614529306,1.0427058606236022
8,mild_skew,49,2.9691853060460174,554,2.1640625,0.11887550354003903,50.543094207056576,106.01830755737406,48.191759157085535,1.0487912267802186
8,mild_skew,49,2.9691853060460174,683,2.66796875,0.14655590057373044,50.08814428516567,99.59613517935864,50.37991069459749,0.9942086755333784
8,mild_skew,49,2.9691853060460174,842,3.2890625,0.18067359924316403,50.016149364122846,103.85051236209118,48.17723360847697,1.0381698079759047
8,mild_skew,49,2.9691853060460174,1038,4.0546875,0.22273063659667963,49.96134048214739,102.69383712023108,48.61315172887452,1.0277330044509765
8,mild_skew,49,2.9691853060460174,1280,5.0,0.27465820312499994,49.61657055469608,97.84789617685931,50.31899856404562,0.9860405010156255
8,mild_skew,49,2.9691853060460174,2326,9.0859375,0.4991054534912108,49.29355309546405,105.90144461071256,45.88897508824991,1.074191633190036
8,mild_skew,49,2.9691853060460174,4227,16.51171875,0.907015800476074,49.388609944642056,98.2027491363547,49.67752560322143,0.9941841777529948
8,mild_skew,49,2.9691853060460174,7680,30.0,1.6479492187499998,49.019324858000175,97.69000749696431,49.194268095615065,0.9964438288364234
8,strong_skew,49,2.9058319805028345,160,0.10000000000000002,0.019641012396694215,52.89538579230685,97.58477842191354,57.343407104333366,0.922431862063348
8,strong_skew,49,2.9058319805028345,274,0.17125000000000004,0.03363523372933885,52.25072854248873,99.35251614789073,54.95862085982626,0.9507285249343483
8,strong_skew,49,2.9058319805028345,467,0.29187500000000005,0.05732720493285124,52.08449200199587,99.95788136061532,54.278747612088694,0.9595743139511176
8,strong_skew,49,2.9058319805028345,800,0.5000000000000001,0.09820506198347108,50.944433038169535,101.89402795354259,50.94185223031624,1.000050661837768
8,strong_skew,49,2.9058319805028345,986,0.6162500000000001,0.12103773889462811,50.66793157200307,107.59820010890347,47.71900063731184,1.0617978351454713
8,strong_skew,49,2.9058319805028345,1216,0.7600000000000001,0.14927169421487604,49.95253993003408,99.948362869326,49.930907797339,1.0004332413258512
8,strong_skew,49,2.9058319805028345,1499,0.9368750000000002,0.18401173489152894,50.18009174636263,98.99415374324312,50.872531608367645,0.986388728059857
8,strong_skew,49,2.9058319805028345,1848,1.1550000000000002,0.2268536931818182,50.24327894737308,97.71226149991182,51.66981176432644,0.9723913680301374
8,strong_skew,49,2.9058319805028345,2278,1.4237500000000003,0.2796389139979339,49.882162321067156,102.82800111278627,48.39596395725113,1.0307091385787626
8,strong_skew,49,2.9058319805028345,2810,1.7562500000000003,0.34494528021694215,49.54580375041323,96.1069052646122,51.08450142090562,0.9698793640400942
8,strong_skew,49,2.9058319805028345,3462,2.1637500000000003,0.4249824057334711,49.474165272034384,98.27860447677371,49.811310252030275,0.993231557686597
8,strong_skew,49,2.9058319805028345,4269,2.6681250000000003,0.5240467620092976,49.294215069343345,98.7757610105817,49.200727272399604,1.001900130386816
8,strong_skew,49,2.9058319805028345,5264,3.2900000000000005,0.6461893078512397,49.28139995540901,98.86706095127121,49.129737613258335,1.003086976432574
8,strong_skew,49,2.9058319805028345,6490,4.05625,0.7966885653409091,48.99881728546915,99.00042989731524,48.502498380361054,1.0102328523618704
8,strong_skew,49,2.9058319805028345,8000,5.000000000000001,0.9820506198347108,49.37756712994653,103.53587859931736,47.097569821336336,1.0484100839440191
8,strong_skew,49,2.9058319805028345,14538,9.086250000000001,1.7846314888946282,49.176675147913414,100.51195115675392,48.12055384004758,1.0219474054969604
8,strong_skew,49,2.9058319805028345,26416,16.51,3.242731146694215,49.01383278833455,98.7269639098156,48.6666602408093,1.007133683425314
8,strong_skew,49,2.9058319805028345,48000,30.000000000000007,5.8923037190082646,49.15530287461299,96.87724185608809,49.882588612179646,0.9854200482011659
9,uniform,64,3.169925001442312,14,0.1728395061728395,0.002133821063862216,33.24033948106645,27.826386273333558,79.41528288748054,0.4185635090938729
9,uniform,64,3.169925001442312,24,0.2962962962962963,0.003657978966620942,49.36390336154145,37.18255335517051,131.07195365585343,0.37661682751103903
9,uniform,64,3.169925001442312,40,0.49382716049382713,0.006096631611034903,63.75948767011298,47.484159567464296,171.22645972829963,0.37236936260485604
9,uniform,64,3.169925001442312,50,0.6172839506172839,0.007620789513793629,68.6605574433022,56.8684089258748,165.79581660425296,0.4141272008520686
9,uniform,64,3.169925001442312,62,0.7654320987654321,0.0094497789971041,72.74388540102073,72.70422837990436,145.56712810666372,0.4997274202436552
9,uniform,64,3.169925001442312,76,0.9382716049382716,0.011583600060966317,74.9445894962661,88.8701605107126,126.40219084755208,0.5929057795102093
9,uniform,64,3.169925001442312,94,1.1604938271604937,0.014327084285932023,76.76687138299808,110.33739046372568,106.82058941517546,0.7186523853059005
9,uniform,64,3.169925001442312,115,1.419753086419753,0.017527815881725348,76.55918144094962,120.39532607355956,97.36770444605268,0.7862892719563683
9,uniform,64,3.169925001442312,142,1.7530864197530862,0.021643042219173906,75.4513911270503,140.01732024174973,81.31726008150866,0.9278644048191161
9,uniform,64,3.169925001442312,175,2.1604938271604937,0.026672763298277703,74.2970584787714,147.62542450543987,74.78458290082098,0.9934809501753039
9,uniform,64,3.169925001442312,216,2.6666666666666665,0.03292181069958848,72.52108424919072,155.16663028463114,67.78915867452642,1.06980357430579
9,uniform,64,3.169925001442312,266,3.2839506172839505,0.04054260021338211,70.6520178331387,167.81196334010383,59.49167776289555,1.1875949794981873
9,uniform,64,3.169925001442312,329,4.061728395061728,0.05014479500076208,68.96523521992432,154.8388082000473,61.434258300343046,1.1225859500535262
9,uniform,64,3.169925001442312,405,5.0,0.06172839506172839,67.59079992036342,140.63758653623105,64.96863813426803,1.04036042406609
9,uniform,64,3.169925001442312,736,9.08641975308642,0.11217802164304222,65.76815341816584,137.53278542416865,62.90063842879586,1.0455880108850728
9,uniform,64,3.169925001442312,1337,16.50617283950617,0.20377991159884165,64.89397344197903,131.40241677708588,64.09665655133733,1.012439289871588
9,uniform,64,3.169925001442312,2430,30.0,0.37037037037037035,64.50658349984467,131.23297830693102,63.41545194669511,1.017206083370134
9,mild_skew,64,3.1428767624836587,32,0.09876543209876543,0.004350435890343425,56.4098764726735,46.58179245037323,136.62308796091799,0.4128868503456016
9,mild_skew,64,3.1428767624836587,55,0.16975308641975306,0.007477311686527761,68.90499588405541,65.75425951767434,144.41341116480785,0.4771370977825561
9,mild_skew,64,3.1428767624836587,95,0.29320987654320985,0.012915356549457042,75.08430846279067,107.50765691613883,104.87910422479288,0.7159129458415143
9,mild_skew,64,3.1428767624836587,162,0.5,0.022024081694863588,74.46754023972302,140.43089999590353,78.97712753413289,0.9429000846800755
9,mild_skew,64,3.1428767624836587,200,0.6172839506172839,0.027190224314646405,73.08610089233267,146.96151276729026,72.69356504382858,1.0053998706524767
9,mild_skew,64,3.1428767624836587,246,0.7592592592592592,0.03344397590701508,71.48037550862061,150.30112195548503,67.98943369653199,1.0513453579812164
9,mild_skew,64,3.1428767624836587,304,0.9382716049382716,0.04132914095826254,69.98713628799753,150.54911430333516,65.07111341652349,1.0755484671056161
9,mild_skew,64,3.1428767624836587,374,1.154320987654321,0.05084571946838878,68.38437843532569,144.4169358345622,64.76280897335954,1.0559205123955617
9,mild_skew,64,3.1428767624836587,461,1.4228395061728394,0.06267346704525996,67.56427383545208,144.05932766610425,63.37571017258105,1.0660909937177032
9,mild_skew,64,3.1428767624836587,569,1.7561728395061726,0.07735618817516902,66.87680186085163,137.45305843628637,65.07685864565538,1.027658729272674
9,mild_skew,64,3.1428767624836587,701,2.1635802469135803,0.09530173622283565,66.45422854193102,139.1408529095006,63.47761133785117,1.046892394678136
9,mild_skew,64,3.1428767624836587,864,2.6666666666666665,0.11746176903927247,65.9067215101381,135.12551232240853,64.2912780208503,1.025126946282883
9,mild_skew,64,3.1428767624836587,1066,3.2901234567901234,0.14492389559706534,65.23190632647835,132.54829753051237,64.2060544309429,1.0159774947180222
9,mild_skew,64,3.1428767624836587,1314,4.055555555555555,0.1786397737472269,65.04466296149876,134.0304795836251,63.13203075775398,1.0302957497293854
9,mild_skew,64,3.1428767624836587,1620,5.0,0.22024081694863587,64.6610278840254,132.2554359923441,63.226868455686606,1.0226827528132907
9,mild_skew,64,3.1428767624836587,2944,9.08641975308642,0.4002401019115951,64.60036953157295,131.21600029590655,63.60821445867478,1.0155979079328308
9,mild_skew,64,3.1428767624836587,5349,16.50925925925926,0.7272025492952181,64.30497117329328,129.0209388504395,64.10012753653116,1.0031956822027441
9,mild_skew,64,3.1428767624836587,9720,30.0,1.3214449016918153,64.158421770232,124.66273688077378,66.03902957759978,0.9715227825212369
9,strong_skew,64,3.0870755136620947,202,0.09975308641975308,0.016557096648546127,69.74075725441622,135.15495758137502,71.97328621099223,0.9689811446148051
